DateOfDeparture;Departure;Arrival;WeeksToDeparture;log_PAX;std_wtd
2011-10-24;DEN;LAX;13.46153846;11.69524139;8.882480596
2013-01-06;DEN;ORD;9.388888889;10.42705517;7.146688982
2012-02-15;DFW;DEN;7.666666667;11.38944962;5.537749242
2012-05-13;BOS;ATL;11.55;10.91956718;10.60027308
2013-01-01;BOS;PHL;8.375;7.439358535;6.64203784
2012-04-27;DFW;DEN;10.5;11.38529137;9.793455198
2012-01-22;DFW;ORD;9.818181818;11.89877385;6.849653197
2012-11-26;BOS;EWR;12.5;11.36435988;10.28521824
2011-12-07;DTW;ORD;8.647058824;11.59381966;6.214309862
2012-10-27;LAS;LAX;18.81818182;11.35168729;13.2863994
2012-03-31;DTW;ATL;14.74074074;8.625462166;10.15492526
2012-12-10;SEA;DEN;7.133333333;10.64980794;4.718756898
2012-03-30;LGA;ATL;10.80952381;12.71508872;7.903284429
2011-11-21;ATL;DFW;12.30434783;11.07336107;10.0834463
2012-01-16;MIA;JFK;16.54545455;11.11231759;11.92971843
2011-09-15;DEN;LAX;13.30769231;11.52558123;8.698364126
2011-12-23;LAS;DEN;10.9047619;9.755890744;7.8543285
2012-11-08;DFW;PHL;8.4375;10.89806866;6.109759952
2012-05-22;MIA;ATL;13.76190476;10.72247853;12.27967737
2012-05-02;SFO;LAS;12.0952381;10.55479712;9.454653679
2012-06-09;JFK;LAX;16.32258065;12.66336672;11.29715922
2012-10-06;LAX;DEN;12.20833333;10.48191135;8.155974959
2013-02-16;SEA;SFO;12.7826087;10.07586233;9.174849623
2012-07-08;MCO;PHL;15.11111111;10.28991588;9.720451609
2012-08-14;JFK;LAX;18.45714286;13.2228214;12.46723437
2012-09-06;LAX;BOS;12.58333333;10.80950718;8.781980893
2012-09-30;SFO;JFK;18.58974359;12.82406679;12.0671759
2012-08-08;SFO;ATL;10.45;10.55479712;7.408920654
2012-12-09;DFW;LAS;11.52380952;9.81478961;8.789875128
2013-01-25;ATL;DFW;8.117647059;12.2229269;5.242641902
2012-05-29;BOS;ORD;11.6;12.64862375;8.351646544
2013-01-22;DFW;ATL;8.294117647;11.83772699;7.191702735
2012-09-20;PHL;ORD;9.444444444;12.38076798;7.453559925
2012-04-06;LAX;SFO;15.7;12.29842122;10.2019268
2012-02-17;DEN;LAX;18.35483871;11.48261653;13.63463332
2013-02-11;DEN;ATL;9.3;10.71652964;7.427544753
2013-02-19;DFW;SFO;7.533333333;10.97744131;5.501514943
2011-09-01;DFW;PHL;8.0625;10.75194163;5.638779419
2011-10-14;PHL;BOS;10.6;11.88290162;8.146035523
2012-02-09;EWR;BOS;9.875;11.87331303;9.010179428
2012-09-04;ORD;IAH;8.470588235;10.86534895;5.885550601
2012-05-13;LAX;EWR;12.86363636;11.11713044;12.25637037
2012-10-17;LGA;DFW;12.77272727;11.64521988;10.60966234
2012-01-05;SEA;ORD;9.473684211;10.34162149;6.475324282
2011-12-10;PHL;MCO;17.15625;9.972225906;11.78875729
2012-05-22;ATL;LAX;12.22727273;11.87651471;9.753787143
2011-12-19;ORD;LGA;12.30434783;13.18038017;10.83527397
2012-01-16;LGA;DTW;7.133333333;10.46834783;4.718756898
2012-08-22;LAX;DFW;15.63333333;11.75764417;10.7237517
2012-06-22;SEA;LAX;12.65217391;11.56379928;10.17844735
2011-12-22;SFO;ATL;10.28571429;9.963323857;6.724156878
2012-07-24;EWR;ORD;12.34782609;11.79143088;8.824597316
2012-06-25;ATL;DEN;13.125;11.15519249;10.2800461
2012-04-18;SFO;DEN;10.65;11.36856502;7.78848678
2011-11-14;ORD;EWR;9.944444444;12.48288636;8.404986071
2012-10-30;ORD;DFW;12.30434783;12.14424716;8.976913737
2012-07-01;LAS;ORD;14.03703704;10.75194163;10.24500434
2011-11-01;SEA;SFO;10.71428571;11.66323911;7.225945316
2012-02-15;JFK;MIA;16.38709677;11.34319081;11.64095477
2012-09-08;JFK;SFO;19.1;11.89877385;12.5999593
2012-05-02;EWR;LAX;10.47368421;10.34162149;8.201411945
2012-08-12;LAS;ORD;18.15151515;11.09294105;13.06981544
2012-11-24;SEA;SFO;9.421052632;9.684738625;6.336102811
2011-09-15;LGA;ORD;10.81818182;14.22427717;6.932575716
2012-02-22;DEN;ATL;9.105263158;10.25208546;5.820411754
2012-09-05;ATL;BOS;8.411764706;11.21998724;5.690549441
2013-02-06;BOS;ORD;7.285714286;11.84749981;5.635445125
2012-11-12;EWR;ATL;7.529411765;11.51007198;5.874921777
2013-02-10;DFW;BOS;6.928571429;10.42705517;4.921917789
2013-02-11;ORD;DFW;8.058823529;12.99146622;5.15352535
2012-01-06;ORD;LAS;10.27272727;10.47514192;7.420575117
2012-02-03;EWR;SFO;10.33333333;10.6804322;6.770032004
2012-05-17;DEN;ORD;9.315789474;11.65964917;6.200829977
2012-11-12;SFO;SEA;8.888888889;11.67396767;6.067162229
2012-11-01;LAS;DFW;13.41666667;10.69856825;10.40032051
2013-01-27;PHL;MCO;10.61904762;10.31225119;7.419408268
2012-10-29;LAX;DEN;12.60869565;11.15989608;9.301706248
2013-01-13;EWR;MCO;10.72727273;11.15989608;9.077349194
2012-11-23;IAH;LAX;11.19047619;9.255584913;7.730582434
2013-01-09;ORD;DTW;11.26086957;10.85431356;9.026311999
2013-02-26;JFK;MIA;8.133333333;9.077833738;5.938574464
2012-08-17;DFW;ORD;11.04545455;11.96094546;7.358035923
2011-10-04;SFO;ATL;10.25;10.37769565;8.626001086
2012-03-08;ATL;PHL;7.8;11.87331303;8.376838817
2012-08-02;MSP;ORD;12.08333333;12.72323273;8.010409894
2013-01-11;LAS;JFK;15.25806452;12.48519593;11.16234068
2012-03-09;LGA;ORD;12.56521739;13.75467322;9.82032256
2012-11-28;SFO;ATL;12.18181818;10.63741603;12.20708757
2012-12-05;SFO;ORD;12;12.00326439;11.40175425
2012-07-30;PHX;DEN;10.31578947;10.5482876;7.513340961
2012-08-29;PHX;DEN;10.89473684;10.96183473;8.653160867
2012-01-22;BOS;LGA;4;9.28148777;2.738612788
2012-04-02;SFO;DFW;9.277777778;11.45073583;6.631525027
2013-01-03;LAX;JFK;17.61111111;12.40742825;12.27140178
2011-11-24;LAX;IAH;12.42857143;9.725728753;8.358058558
2012-03-27;DEN;LAX;12.45454545;10.95135731;9.644772938
2012-01-17;EWR;BOS;10.05263158;11.58261857;7.933569214
2012-11-29;EWR;LAX;12.61904762;10.24442641;11.24489302
2012-12-04;SFO;BOS;10.19047619;10.76359777;8.195236712
2012-09-16;DFW;LGA;9;11.11713044;7.325753659
2012-03-16;ATL;DFW;10.71428571;11.70578793;7.596991886
2011-11-09;ORD;EWR;9.863636364;12.40742825;6.950816701
2012-03-10;JFK;MCO;14.3;10.79813534;10.01774288
2013-01-03;JFK;SFO;19.94871795;11.76445066;12.93699045
2012-09-14;ORD;LAS;15.51724138;10.9408207;10.96624916
2011-09-21;MSP;DEN;8.0625;10.93022421;5.790437519
2012-11-27;LAX;ATL;12.82608696;10.86534895;10.99442906
2012-08-14;SFO;JFK;20.525;12.31872048;13.15584593
2012-07-14;BOS;PHL;5.727272727;8.076712682;4.383854676
2012-05-30;ATL;DEN;10.73684211;10.18199462;9.176310716
2012-09-13;SFO;LAS;17.15151515;11.13149489;11.39111828
2012-05-03;MIA;JFK;12.44;10.22125872;8.067837381
2012-10-20;DFW;LAX;18.21875;10.4886563;12.44013892
2013-01-20;MIA;ATL;14.19230769;10.14997708;10.82966013
2011-11-23;ORD;DEN;11.04761905;10.14188607;8.32151543
2013-01-05;ATL;ORD;20.1875;9.294305524;15.35901017
2013-01-14;DFW;PHL;6.923076923;10.85431356;5.187509654
2013-01-14;LAX;JFK;16.09677419;13.39632917;12.43477607
2012-11-25;ORD;LGA;12.52173913;12.73538245;9.962974935
2013-01-30;ATL;PHL;7.8125;11.74738763;7.12945767
2012-04-27;JFK;SFO;15.83333333;12.83366524;10.92634694
2012-09-04;SEA;SFO;14.28571429;11.52171599;9.694813974
2012-09-05;DEN;ATL;12.04545455;10.17404162;8.747665118
2012-05-26;ORD;LGA;11.72727273;10.99291838;8.827348295
2012-01-27;LAS;JFK;10.85714286;11.29575534;7.451749555
2013-02-21;EWR;SFO;6.25;10.09258868;5.083395429
2011-12-27;LAX;LAS;16.38235294;11.41010294;11.52340098
2012-04-19;LGA;ORD;10.23809524;14.08571817;8.20917025
2012-03-18;LAX;DFW;15.76666667;11.60124985;10.77251718
2012-03-18;ORD;PHX;11.28571429;10.87631943;8.637956107
2012-09-05;MSP;ATL;13.72;10.31225119;11.98095711
2013-03-04;LAX;ATL;9.421052632;9.8624898;8.493891854
2011-11-25;DEN;ATL;9.631578947;8.799885996;6.448173956
2012-03-25;ORD;PHL;8.117647059;11.17859274;5.242641902
2012-01-27;SFO;EWR;13.17391304;11.52943847;11.24783686
2011-11-10;LAS;LAX;13.51851852;11.62336445;10.27083388
2012-09-21;LAX;SEA;11.83333333;11.64883768;9.276743557
2012-03-05;LAS;JFK;12.17391304;10.44781578;11.29622694
2012-03-19;DFW;LAX;12.75;12.10220987;10.88377332
2011-12-08;SFO;BOS;10.75;11.68463486;8.570911639
2012-07-19;ATL;EWR;8.421052632;11.36014525;6.076510233
2012-07-06;SFO;BOS;11.47826087;9.918164852;7.506782177
2013-02-12;LAX;SEA;12.08333333;11.08317675;9.412834285
2012-02-27;ATL;BOS;11.18181818;11.59753846;10.04104132
2013-01-10;SFO;JFK;21.74418605;13.63150385;13.64532542
2011-09-30;LGA;CLT;11.38095238;11.27378835;8.423040962
2011-10-15;EWR;SFO;13.28;10.90346657;8.997777503
2011-11-10;PHL;ATL;11.33333333;12.56869942;8.447622082
2012-04-20;LAS;JFK;14.35714286;11.76445066;11.53806674
2012-03-03;LGA;ATL;6.071428571;10.32699416;4.921917789
2012-02-06;EWR;LAX;10.44444444;11.19710382;8.98510023
2012-10-28;DEN;PHX;8.555555556;10.31963724;5.436502143
2012-09-22;ATL;BOS;11.42857143;9.981085665;8.541495353
2012-01-12;EWR;LAX;12.10526316;10.91421574;11.69470315
2012-02-16;ORD;PHL;9.647058824;11.93942036;8.695840791
2012-01-06;LGA;ORD;15.25925926;12.91423423;13.0872592
2012-10-20;ORD;LGA;12.125;11.40599054;8.093542783
2012-11-09;SFO;EWR;12.91304348;11.20629091;9.967734508
2011-09-11;ATL;MSP;10.69565217;10.5352;7.725017109
2012-09-10;DFW;LAX;13.84615385;12.41942171;9.747583527
2011-12-25;DFW;ORD;9;8.799885996;5.627314339
2013-02-20;ORD;DFW;9.1875;12.34627603;8.280247581
2012-12-29;DEN;DFW;11;9.725728753;9.299257523
2011-09-09;LAX;ORD;12.73076923;12.50357023;8.042674641
2012-12-22;SEA;LAX;14.85185185;10.27487567;11.70043952
2011-12-12;PHL;ORD;7.8125;12.10504203;5.306835215
2012-06-26;DEN;PHX;8.882352941;10.97225362;6.735005131
2013-01-24;IAH;ORD;7.6875;11.25155953;5.08224032
2012-08-06;DFW;LGA;12.17391304;11.83445797;8.353835123
2012-12-05;DEN;LAX;9.722222222;10.94609644;7.306770072
2012-07-20;DEN;ATL;15.30769231;11.17393612;13.67558183
2012-07-07;PHL;ATL;9.055555556;9.972225906;6.197458893
2011-11-11;PHL;DFW;11.57142857;10.99804899;8.646221305
2012-11-11;BOS;EWR;9.95;10.14188607;8.127115109
2012-02-15;DFW;ORD;12.75;12.270144;12.08250148
2013-01-27;JFK;SFO;10.43478261;12.18264508;7.291502445
2012-12-03;SFO;LAS;10.3;10.84321248;7.664683191
2012-02-05;DFW;PHL;7.571428571;9.8624898;5.931847367
2011-09-27;LAX;JFK;14.09677419;12.91972754;9.148241502
2012-11-24;CLT;ATL;7.8125;8.625462166;5.406400528
2012-11-05;LAX;SEA;8.631578947;11.3044702;6.618245205
2013-01-16;ORD;MSP;7.764705882;12.02997095;6.30009337
2012-02-21;PHL;ORD;11.3125;11.70227904;11.30615614
2012-09-11;EWR;SFO;11.86363636;10.8208101;9.035883252
2012-02-17;ORD;SEA;9.0625;10.2290133;8.25
2011-12-07;LAX;JFK;18.28205128;13.34026788;11.74274405
2011-12-04;BOS;LAX;7.6875;10.69856825;5.121441854
2012-08-20;JFK;LAS;12.60714286;11.85398669;8.288051577
2012-02-15;LAX;ATL;14.59259259;11.4667443;12.4630508
2011-10-03;JFK;LAS;12.14814815;11.19249325;8.056071307
2012-10-30;CLT;LGA;7.294117647;10.48191135;5.335783751
2012-10-04;EWR;SFO;15.08333333;11.13625856;11.30954451
2013-01-04;SFO;BOS;15.89655172;10.6804322;11.79995408
2012-04-10;JFK;MIA;12.95238095;10.41308525;11.08366451
2012-11-08;ATL;ORD;10.36842105;12.24406;7.952711112
2011-10-12;DFW;LAX;12.84;11.82790268;8.384907076
2012-12-30;ATL;EWR;10.3;8.989708254;7.637166738
2012-09-26;LAX;BOS;14.42857143;10.84877128;9.727504234
2012-11-24;PHX;DEN;14.75862069;9.725728753;9.872961534
2012-11-30;ORD;IAH;12;10.8151672;9.879271228
2012-11-06;LAX;BOS;12.60869565;11.05357334;9.833796689
2012-08-19;DFW;ATL;10.38095238;11.08317675;6.851833262
2012-10-24;ORD;DTW;12.14285714;11.69171258;9.139396667
2012-10-27;SFO;BOS;9.65;10.83763706;6.200806399
2011-09-21;LAX;IAH;10.91304348;10.54175528;8.145902726
2012-06-11;DEN;ATL;11.36842105;10.7284085;10.10616163
2012-12-30;LAX;EWR;15.25925926;9.533733287;11.85357003
2012-04-16;ORD;MSP;7.777777778;12.6187835;5.69370711
2012-03-01;EWR;ORD;10.52631579;12.20691843;10.74641243
2011-12-07;DEN;MSP;8;10.60607116;5.656854249
2012-03-13;ATL;PHL;7.866666667;11.53328775;7.726269352
2012-10-18;ATL;PHL;8.947368421;12.00326439;6.859492079
2012-02-02;SFO;BOS;9.117647059;11.46275505;7.44044986
2013-01-09;LAS;JFK;12.16;11.98524517;8.975336577
2011-10-27;BOS;EWR;9.166666667;11.77123239;6.354711082
2012-11-01;DFW;LGA;15.23076923;10.9088489;10.74916813
2011-09-01;EWR;BOS;11.35;11.15989608;8.330508293
2011-10-31;SEA;DEN;8.647058824;9.981085665;5.978515456
2012-10-02;SFO;LAS;17.70588235;10.85431356;11.99123269
2012-10-21;LGA;ORD;14.2;13.06393508;10.03579799
2013-01-06;LAX;EWR;13.17391304;10.18991385;8.752413558
2012-12-10;BOS;LAX;11.47619048;10.82643597;8.953318087
2012-04-18;MIA;ATL;11.90909091;11.29575534;9.536441839
2012-02-18;ORD;ATL;10.58823529;9.74589085;10.48247838
2012-08-23;BOS;EWR;12.66666667;11.36856502;10.9559725
2012-10-13;SFO;LAX;16.62068966;11.87010585;12.41661845
2012-02-24;LGA;DFW;6.5625;11.50226873;4.661455424
2012-12-14;LAX;DEN;12.75;11.36435988;10.89974072
2012-03-27;LAS;ORD;14.07407407;10.6186724;9.699032172
2013-03-04;PHL;ORD;8.769230769;9.963323857;8.535746854
2012-10-29;MSP;ORD;12.38095238;12.36852252;11.12419071
2011-12-21;LAX;DFW;16.82352941;11.62336445;11.73823225
2011-09-17;ATL;MSP;11.04545455;10.26730984;7.454479463
2012-09-06;BOS;LAX;11.77272727;10.508746;8.975797183
2012-07-12;DEN;PHX;8.833333333;10.66824278;6.041522987
2012-12-10;LAS;ORD;13.8;10.05048812;10.99621147
2012-03-31;LAX;EWR;13.8;10.71056171;10.83205121
2013-01-10;MSP;ORD;9.6875;12.24406;9.768785322
2011-10-30;LAS;SFO;12.24;11.17393612;7.74209274
2012-06-20;DFW;LAX;12.34782609;11.91137508;9.46576941
2012-03-19;ATL;DTW;8.75;10.91421574;6.638272868
2011-09-13;ORD;BOS;12.04545455;12.20691843;8.5883491
2011-12-26;LAX;ATL;14.28571429;10.69254248;9.618104621
2012-09-26;LAS;ORD;17.09375;11.68817708;11.98213556
2012-09-23;MIA;LGA;15.2962963;11.15519249;11.22433762
2012-07-04;LAX;BOS;9.444444444;9.834016335;6.870415881
2012-10-23;JFK;MIA;16.35483871;10.15803314;12.30324723
2012-09-01;ORD;SEA;16.86666667;9.74589085;12.36717941
2012-11-23;EWR;BOS;10.9;7.86927957;7.758865897
2012-02-02;ORD;DEN;10.9;11.3174666;8.613942187
2012-07-09;ORD;SEA;15;11.21543297;10.34753249
2011-12-17;EWR;MCO;15.65517241;10.1337598;10.94882858
2011-09-28;LGA;MIA;11.54545455;10.64362228;7.738138528
2011-12-16;DTW;ATL;7.071428571;10.39193217;5.195623687
2013-01-08;ORD;LAX;15.85185185;11.72670377;12.29040809
2012-06-10;DEN;ORD;10.05;11.07336107;6.893742395
2012-10-23;BOS;LAX;11.27272727;10.99291838;9.437422056
2013-02-23;LAS;DEN;9.95;10.10916635;6.715849282
2011-09-24;MIA;LGA;9.555555556;9.918164852;7.014457526
2011-12-10;BOS;EWR;8.75;8.928556029;7.77603155
2012-05-17;JFK;MCO;12.81481481;10.71056171;9.042791592
2012-09-24;JFK;SFO;18.37837838;12.68007434;11.52377097
2012-11-17;ORD;ATL;9.666666667;9.695070927;8.755950358
2012-01-29;PHL;ATL;8.764705882;10.46834783;6.722438283
2012-04-25;DFW;SFO;14.69565217;11.61233993;12.23049387
2013-01-28;MSP;DEN;9.368421053;11.36435988;8.668016089
2012-10-04;JFK;LAX;19.76923077;13.39349486;12.5057072
2012-06-01;LAS;LAX;15.06451613;11.01843144;10.58280204
2012-12-19;DFW;BOS;8.066666667;10.01610971;6.250333324
2012-09-08;LAX;SEA;12;10.87084226;8.831760866
2011-10-05;LAX;SFO;13.14285714;12.93248267;9.107238821
2012-03-18;CLT;LGA;7.928571429;10.40606085;7.010588538
2012-06-15;IAH;LAX;12.44;10.86534895;8.366998665
2012-11-22;LGA;ORD;8.555555556;11.01335667;5.436502143
2011-09-21;LAS;JFK;13.57142857;11.12193089;8.346339057
2011-11-28;ORD;SFO;12.04545455;12.37587944;9.911404075
2011-11-14;JFK;LAS;13.45833333;10.99804899;10.76620787
2012-11-16;CLT;ATL;10.35294118;10.97744131;8.245765402
2011-12-12;ORD;SFO;12.04545455;12.46896857;9.378177672
2011-11-20;PHL;ORD;8.647058824;9.871885164;6.234392277
2012-12-25;EWR;ORD;8.705882353;8.172373433;6.439766163
2012-04-03;DTW;ATL;9.526315789;10.10916635;6.414986109
2012-08-30;JFK;MCO;14.86666667;10.19779959;9.317145239
2012-03-16;ORD;DTW;11.11111111;11.07827537;9.827266324
2012-02-29;DTW;ATL;9.722222222;11.01843144;7.714047961
2011-11-19;ATL;DFW;10.95454545;10.22125872;7.260311372
2012-10-07;ORD;DEN;12.8;10.88178056;12.04203165
2011-09-23;ATL;SFO;11.41666667;11.04360019;8.30880448
2012-08-02;JFK;MIA;16.41176471;10.34162149;11.32740749
2012-01-12;SFO;ATL;13.05;11.10265448;11.24593494
2012-06-01;ATL;PHL;9.75;11.47072504;6.422616289
2011-09-10;SEA;ORD;12.73076923;10.42705517;8.027740366
2012-04-18;ATL;ORD;11.2173913;12.18806653;8.727993218
2012-09-18;DFW;BOS;8.294117647;10.58061035;5.485944607
2012-07-17;DFW;BOS;12.15;10.74608613;10.78632175
2012-12-16;LGA;ATL;11.91304348;11.64883768;9.282990523
2011-12-28;LGA;DTW;10.15;9.488243818;6.876925568
2012-05-19;MSP;DEN;11.14285714;9.488243818;8.592355406
2012-12-01;DFW;PHL;5.916666667;8.453188163;4.273774855
2011-12-26;MCO;PHL;11.92;10.4886563;8.42575417
2013-02-08;LAX;LAS;11.68;11.41830065;8.768884384
2011-10-25;ORD;DFW;12.92307692;12.63802125;9.777210551
2011-09-30;ORD;SFO;13.26923077;11.83445797;8.62812931
2012-05-07;LGA;ATL;10.59090909;12.29842122;7.902134075
2011-10-19;ORD;SFO;11.80769231;12.44317968;7.939870179
2011-09-12;LAX;BOS;10.90909091;10.87631943;7.17076798
2013-01-20;EWR;LAX;13.54545455;9.755890744;11.09580475
2012-07-10;DEN;MSP;10.25;10.64362228;7.180932354
2013-01-13;MSP;DEN;6.6;9.735837048;5.220837371
2012-06-24;MIA;ATL;11.69565217;10.82643597;7.859185608
2012-10-20;MCO;PHL;21.11904762;10.4615289;13.01631693
2012-02-23;DEN;ATL;9.578947368;11.00316552;6.652616774
2012-10-17;ATL;MIA;10.8;10.5933842;9.567488809
2011-11-11;ORD;PHL;7.066666667;11.66682216;4.589843861
2012-04-09;LAS;DFW;10.33333333;10.05048812;8.985172972
2012-10-18;BOS;ORD;11.04761905;12.32878785;7.984210609
2012-04-05;DFW;LAX;10.65;12.02111119;10.25093064
2012-01-21;PHL;ATL;8.578947368;9.909000334;6.627516625
2012-06-04;LAS;DEN;11.70833333;10.8151672;7.439490204
2012-08-18;SEA;LAX;15.23333333;10.98777361;10.15291137
2012-11-05;SFO;LAX;15.7;12.63163069;12.37948804
2011-09-09;DFW;LAS;11.82608696;10.69856825;7.929531534
2012-08-27;EWR;LAX;12.33333333;10.84877128;8.457909428
2013-02-25;LAX;SFO;13.81481481;12.78320497;10.36650315
2012-12-26;PHL;ORD;10;10.03337813;8.031189202
2012-11-15;EWR;ATL;9.421052632;11.74395621;8.126197618
2012-11-18;LAX;SEA;10.91304348;10.84321248;8.101139333
2012-09-18;LAX;BOS;13;10.61238242;10.41061729
2012-10-05;DEN;DFW;11.16666667;11.27378835;10.21100905
2012-10-02;SFO;ORD;19.06060606;11.85398669;13.28989135
2011-09-29;SEA;ORD;12.23076923;11.36014525;8.700839924
2013-02-13;ORD;EWR;7.285714286;11.69524139;5.539072005
2012-02-05;DFW;LAS;10.11764706;9.936359882;9.936563496
2012-05-15;BOS;LAX;10.1;10.95660338;6.827961089
2011-09-17;EWR;ATL;7.6;9.393794484;5.329165038
2012-10-23;MIA;LGA;10.14285714;12.63589349;6.428730157
2012-04-09;LAX;EWR;11.56521739;10.80382993;7.844083393
2012-02-10;BOS;PHL;8;11.32177868;6.492599337
2012-01-07;EWR;BOS;11;8.512398716;6.574360974
2012-09-09;ORD;LAX;19.11428571;12.17720783;14.03938039
2013-01-25;ATL;DEN;8.578947368;10.87084226;6.48344721
2012-10-09;LAS;SFO;19.17142857;10.87084226;12.92850411
2012-07-10;SEA;LAX;14.2962963;11.28260622;10.04533882
2012-06-22;PHL;ATL;11.29166667;11.94559578;8.222340546
2012-08-18;DEN;PHX;9.133333333;8.959382776;7.909006319
2013-02-10;SFO;BOS;8.631578947;11.62702485;6.550746576
2013-02-06;LAS;ORD;9.842105263;10.5482876;7.395668086
2012-06-21;ATL;SFO;9.388888889;10.89806866;9.08223145
2012-11-18;BOS;ATL;12.43478261;9.824427749;9.084582779
2012-10-06;EWR;MCO;15.51724138;10.25208546;10.79887788
2012-10-13;DFW;ATL;10.45;10.21347175;8.146520084
2012-08-05;BOS;LGA;6.461538462;9.556068593;4.539004748
2012-06-28;SFO;BOS;14.42857143;11.80477603;9.719886341
2012-11-13;ORD;ATL;9.619047619;12.19077135;6.967612148
2011-09-04;ORD;SFO;12.16;10.39900989;7.603069556
2012-10-15;MCO;ATL;14.4;11.5139614;12.16552506
2012-12-08;MCO;ATL;13.25;10.32699416;10.35563279
2012-07-04;ORD;DFW;13.04;9.674348761;8.946507699
2011-09-08;MIA;LGA;10.80952381;10.5220199;7.427106083
2011-10-02;LAX;EWR;13.42307692;11.338928;8.980748641
2012-01-28;ATL;PHL;9.894736842;9.441616996;6.991222567
2012-10-10;DEN;SFO;10.47368421;11.43458875;8.454902727
2013-02-14;SEA;ORD;11.84210526;10.7284085;11.15179686
2012-07-21;DFW;PHL;8.176470588;9.899790558;5.317839013
2011-10-07;ATL;LGA;11.75;12.42181117;8.940625404
2011-12-11;LGA;BOS;5.583333333;9.488243818;3.75277675
2012-11-05;DFW;ATL;10.58823529;11.93322442;10.2045261
2012-09-12;DTW;LGA;10;11.09294105;9.393364366
2012-11-12;ATL;MSP;10.42857143;11.2782025;8.139849068
2012-03-19;CLT;LGA;6.666666667;11.36435988;5.313952883
2012-07-07;LAX;ATL;14.25925926;10.79813534;11.524531
2012-06-11;SEA;SFO;12.65217391;11.38944962;11.5310202
2012-12-27;ORD;ATL;16.7037037;10.10916635;14.9455803
2012-11-08;SEA;LAX;10.68181818;11.3088124;8.277257216
2013-01-18;ORD;DTW;9.529411765;10.99804899;6.947280467
2013-01-09;PHL;ATL;9.6;11.26492859;9.759976581
2012-06-02;SFO;ORD;11.82608696;10.93552998;8.56871781
2011-09-25;DEN;DFW;12.6;11.15519249;8.195527235
2012-04-06;PHL;ATL;7.6875;10.61238242;5.121441854
2012-08-23;ATL;DFW;9.666666667;11.96094546;7.235533234
2012-05-06;LAS;ORD;10.35;11.34744389;7.386153475
2012-01-09;DFW;SFO;12.79166667;11.39359863;9.445399923
2012-09-21;SFO;EWR;15.10344828;12.14424716;10.2655625
2012-04-02;LAS;ORD;13.68;11.08317675;10.427208
2012-07-28;SEA;ORD;18.35294118;10.52862159;13.15152337
2013-02-07;DEN;ORD;8.666666667;10.9408207;5.625571866
2013-03-04;ATL;DEN;9.3125;9.148218535;7.683044102
2012-04-04;LAX;LAS;16.09677419;11.73362391;10.32264449
2012-04-13;ORD;MSP;8.529411765;11.64521988;5.959421606
2012-01-10;ORD;LGA;10.65;13.25670298;9.571201322
2012-10-31;IAH;ORD;7.571428571;10.42705517;5.970624059
2012-11-26;BOS;LGA;5.076923077;12.71916517;3.774068063
2011-09-22;MIA;ATL;9.761904762;11.09780409;7.279455762
2012-11-16;ATL;CLT;8.894736842;10.83763706;7.109420486
2012-11-05;ATL;DFW;9.19047619;12.39293355;6.376668783
2012-08-27;MCO;EWR;14.14814815;10.64980794;9.598492284
2011-12-04;DFW;LAS;15.31034483;11.02349244;10.64056741
2012-03-13;SFO;EWR;9.9375;10.23673578;10.01644481
2011-11-01;MSP;DEN;10.15;10.42008329;7.028326146
2012-07-16;JFK;LAX;19.175;13.60889781;12.69744069
2012-09-14;LGA;MIA;15.13793103;11.33037305;9.905713135
2011-10-30;LGA;CLT;10.42105263;10.20565213;8.022993273
2012-09-04;LAX;DEN;15.44827586;11.07336107;11.16303276
2012-03-31;MCO;EWR;14;10.5482876;10.31988372
2011-12-06;DFW;ATL;7.823529412;12.02702237;6.885086184
2013-02-25;DTW;ATL;6.083333333;10.85983942;4.561864319
2012-11-17;LAX;EWR;17.07692308;9.824427749;14.60663706
2012-08-29;JFK;LAX;18.69230769;12.73134133;12.57431351
2011-10-07;LAS;DFW;10.59090909;10.8208101;6.659465808
2011-11-15;EWR;MCO;12.56;10.88178056;8.337065831
2012-05-18;ATL;SFO;9.105263158;10.52862159;5.801290439
2012-05-13;DTW;ATL;8.055555556;9.945391259;6.140245466
2013-02-20;BOS;EWR;6;11.38529137;5.715476066
2012-02-10;SEA;LAX;12.25;11.4142063;8.136071053
2012-08-26;IAH;LAX;13.92592593;10.44092122;9.143833256
2011-09-19;SFO;EWR;12.69230769;11.47866112;7.928526878
2013-01-09;ORD;LAX;11.40909091;11.53328775;8.250016398
2012-09-01;JFK;LAX;17.97142857;12.34129612;11.91263717
2011-10-24;ORD;LAS;16;11.16926784;9.956572369
2011-09-20;BOS;LAX;12.04347826;11.04859343;7.91706018
2012-05-01;ATL;MSP;12.22727273;10.49537694;9.792766126
2012-02-23;LAX;IAH;12.17391304;10.91956718;8.824821265
2012-06-04;ATL;DTW;11.82608696;11.20170302;8.200067483
2012-08-12;SFO;SEA;14.07692308;10.97744131;9.793561464
2012-09-09;MSP;ORD;11.28571429;11.3044702;8.186225364
2011-11-27;LAX;SEA;12.68181818;11.3088124;10.5170445
2012-03-25;DFW;ATL;10.44444444;11.34319081;9.319317207
2012-01-10;ATL;MCO;11.23809524;11.35168729;9.914155344
2013-01-03;ORD;DFW;11.39130435;10.71652964;7.432967904
2012-04-08;DFW;PHL;9.842105263;9.775731099;7.213129679
